date;employee_title;employee_status;review_title;pros;cons
2019-01-19;N/A;Current Employee;Penny pinchers;"Good work/life balance and decent work environment.
";"Its hard to believe you are working for the most valuable company in the world! Financial incentives are diminishing every year due to following: 1. Increasing  Saudi taxes you are expected to pay lump sum while other companies pay them on behalf of their employees. 2. Bring you over from a foreign country and make you pay full rent & bills (electric etc.) of housing in the camp. 3. Education allowance no longer covers full education fees because ""they phased out the grandfather system"" and schools are increasing fees substantially. 4. You are responsible for paying visas (the right to go in and out of a country you are a resident in!) Also rising.... 5. Incremental annual increases are way below tge very high rates if inflation Saudi Arabia is experiencing. 6. There is a wide gap between US employees and ""other"" nationalities who are treated in every aspect as 2nd class even if you work harder and better at your job than your American counterpart. When you add all these costs and compare them against current salaries the incentive to move from another country and work for SA diminish.
"
2018-12-24;Safety Specialist;Former Employee, more than 10 years;Safety Specialist;"Safety Environment policy and rules
";"achievement team work to gathering in one unit or one organization
"
2018-12-20;Contracts Manager;Former Employee, more than 5 years;Contracts Manager;"Aramco take cares of employees
";"Promotion takes very long time
"
2018-12-09;Architect;Former Employee, more than 1 year;project site engineer;"big multinational company working for big projects
";"very specific and detailed work with high standards
"
2018-11-18;Anonymous;Current Employee;First job;"Good workplace and nice colleagues
";"workload, shifts, environments and working hours
Be the first to find this review helpful
Helpful
Share
Repor"
2018-11-17;Anonymous;Former Employee, more than 5 years;Saudi;"Great, huge, multiple projects!. If you are hardworking and enough clever, you might do projects comparable only with Marshall Plan (rebuilding Europe after 2nd WW).
";"Difficult life, culture, sometimes family struggles.
"
2018-11-28;Engineer;Former Employee, more than 5 years;Great Company with embedded discrimination;"Great place to work, self motivation can take you places, management is usually supportive
";"Discriminatory payrol policies, certain nationalities are showered with benefits and the others are given peanuts. Big gap between base pays of western and eastern nationals.
"
2018-11-18;N/A;Current Employee;Geological Specialist;"Winter camping and dune riding.
";"Silo effect of all departments
Be the first to find this review helpful
Helpful
Share
Repor"
2018-10-23;Project Engineer;Current Employee, more than 5 years;My Work Experience at Aramco;"Great Compensation, Great Benefits, Many Work Challenges, Freedom to collaborate with colleagues in other departments
";"Slow Process to complete tasks, Culture of avoiding making an individual decision (let someone else make a decision or make a comment). Proactiveness not rewarded.
"
2018-10-15;Mechanic;Former Employee, more than 5 years;Good;"Good for salary not good for gaining experience
";"I am driving don’t know what is cons
Be the first to find this review helpful
Helpful
Share
Repor"
2018-10-15;N/A;Current Employee;SWE Intern;"Great mentors, nice basic compensation adjusted for COL.
";"No too interesting, but fine.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-10-14;Senior Project Engineer;Current Employee, more than 5 years;Job Experience;"Challenging projects, friendly colleagues and equal opportunity environment.
";"None visible at the moment.
"
2018-10-10;N/A;Former Employee, more than 10 years;HR staff specialist;"Good pay Great hours Good direction and vision Flexiblity
";"Living overseas can get tiring
"
2018-10-21;Anonymous;Former Employee;Helper;"Felt good contributing to a team
";"Days feel very long and unforgiving
Be the first to find this review helpful
Helpful
Share
Repor"
2018-10-19;Senior Mach Tech;Former Employee, more than 3 years;Sr. Mach. Tech;"Nice Township, Good employee Benefits
";"Discrimination in Salary & Bad behaviour in HR Dept.
"
2018-09-30;Sn Inspector;Former Employee;35years work;"Operation or inspection or safety or
";"Inspector of operation for equipment
"
2018-09-25;Senior Electrical Engineer;Current Employee, more than 1 year;Senior Electrical Engineer;"Good benefits, big & stable company
";"Few growth opportunities for expats
Be the first to find this review helpful
Helpful
Share
Repor"
2018-10-07;Process Engineer;Current Employee, more than 1 year;Operational engineer in aramco;"Long annual leave (38 days including the weekends in between)
";"Most of the work is not technical
"
2018-09-20;Anonymous;Current Employee, more than 1 year;Engineer Iv;"Courses, no stress while working in operation plant
";"Working in operation plant can be boring with time
Be the first to find this review helpful
Helpful
Share
Repor"
2018-09-29;Reservoir Engineer;Current Employee, more than 5 years;Choose wisely;"Work-Life balance, travel opportunities and tax savings from living overseas
";"No career development opportunities for expats, lack of challenging work, constantly changing and unclear management direction, team leads keep all interesting projects to themselves, non-existent raises, very dull work culture, poor morale
"
2018-10-01;Anonymous;Current Employee;good environment;"Nice people and good development program
";"no technical work, random assignment
Be the first to find this review helpful
Helpful
Share
Repor"
2018-09-28;Senior Process Engineer;Former Employee, more than 10 years;senior process engineer;"multicultural, multidisciplinary, good environment, good experience and large
";"slow promotion, low category, No clear IDP, unfair treatment and unexpected decision
"
2018-09-09;Corrosion Engineer;Current Employee, more than 3 years;Corrosion Engineer;"Good Salary and benefit. Friendly working environment.
";"Harsh climate in summer & conservative custom to live as a expatriate
"
2018-10-10;Senior CAD Designer;Former Employee, more than 1 year;Interview;"Hike Salary, incentive, bonus very attractive
";"Harassment is more, working environment is not good
"
2018-10-07;Anonymous;Former Employee;Sexist backwards company that treats women like garbage;"Possibly travel opportunities and opportunities to save as there is so little to do.
";"Expat Women are not allowed to be married or have children. A full blown disgrace in this day and age. No career advancement and a boring work environment with unsupportive male bosses with huge egos and sexist principles
"
2018-08-26;Anonymous;Current Employee;Oil and Gas Company;"Work life balance, great pay and benefits
";"Disconnect between job title and actual job
Be the first to find this review helpful
Helpful
Share
Repor"
2018-08-16;Power Plant Chemist;Current Employee, more than 10 years;Power plant chemist;"Saudi Aramco is a prestigious organisation in saudi araba
";"To imprpove my knowledge
"
2018-08-13;MBA With 8 Years International and Domestic Exp;Former Employee, more than 8 years;Contract Admnistrator;"management , global outlook , dealing with varied nationallities
";"Unpredicatable work cycle and time period of work , job risk
"
2018-08-13;Area Supervisor;Current Employee, more than 10 years;Great company gets old;"You need to feel of loyalty
";"Hard worker will gain hard work
Be the first to find this review helpful
Helpful
Share
Repor"
2018-08-06;Systems Programmer;Former Employee, more than 3 years;Nice environment;"they have the nice compound to live in.
";"weather in Saudi Arabia is so hot in summer time.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-08-05;Anonymous;Current Employee, more than 8 years;Excellent balances;"Excellent work life balance Good Saudi development program Excellent leadership courses Good experience
";"High competition Minimum salary adjustment in short run Constrained employees evaluation
"
2018-08-13;Anonymous;Current Employee;Saudi Aramco ( project management);"Immense exposure be it technical or managerial.
";"Demanding and the location can be troublesome for recently married individuals
"
2018-07-24;Industrial Engineer;Former Employee, more than 1 year;a great compnay with vison;"best salary and benefits in the industry,
";"lot of beurocracy. too hierrachial
Be the first to find this review helpful
Helpful
Share
Repor"
2018-08-26;Finance;Current Employee, more than 3 years;Finance;"Best company in Saudi Arabia. Healthcare for you and your parents.
";"1- Expatriates function like a mafia. They look out for their fellow countrymen and screw over Saudi employees. 2- Saudi Employees are paid less than Expatriates, despite them having better qualifications. Why should an American without a college degree be paid higher than a Saudi with a Masters? 3- Management plays favorite. 4- Expatriates are free to do whatever they want. 5- Micromanagement of Saudi employees 6- Dental not included in the benefits, and its expensive!
"
2018-07-22;IT Analyst;Current Employee, more than 5 years;Its an experience;"Excellent compensation, great tax benefits for expats, ample leave and good benefits package.
";"Its not like working at a western company as the culture and management style takes a lot of getting used to. It takes years to gain institutional knowledge and understand your way around.
"
2018-08-22;Anonymous;Former Employee;Project Manager;"Freewill to work and good pay
";"Bigotry and biasedness towards favourites
1 person found this review helpful
Helpful
Share
Repor"
2018-07-15;Electronics Technician;Current Employee, more than 3 years;Electronic Technician;"I like valaunterly to work with a multinational company.
";"For bright and easy future working-class
"
2018-07-14;Aircraft Maintenance Technician;Current Employee, less than 1 year;Omar Helayhel;"I need experience, and I need to lean more in the airplanes.
";"I need to have a license of airframe and power plant .
"
2018-07-29;Anonymous;Current Employee;good pay for expats but lower your career aspirations;"generally good to excellent pay and benefits for expats
";"generally expats will get little career development other than performing the work they are already good at.
"
2018-07-13;Anonymous;Former Employee, more than 10 years;Desktop support Engineer;"Excèllent work environment and everyone is professional
";"Not good support to contractor employees
"
2018-07-12;Anonymous;Former Employee, more than 1 year;Piping Engineer;"One of the best in Saudi Arabia.
";"It was my great pleasure to be a part of Saudi Aramco team.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-07-24;Petroleum Engineer;Current Employee, more than 5 years;Expat employee;"Saudi Aramco used to offer excellent Compensation & Benefits packages to expatriates when I was recruited (2010), however, I am unable to comment on the current offers. The company provides a good Work/Life Balance.
";"Saudi Aramco weakest point is the inexistent career progression for expatriates, few trainings and business assignments are offered that could potentially improve our careers .
"
2018-07-16;Anonymous;Former Employee, less than 1 year;Secretary;"working environment is very nice and systematic.
";"Government Style of working, Management helpful.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-06-23;Anonymous;Current Employee;Great Company to work for;"Opportuntiy to participate in major projects Yearly salary increase Excellent expatriate benefits
";"No management opportunities for expats
"
2018-06-16;N/A;Current Employee, more than 8 years;Commission of DHT unit from construction and stabilizing the unit;"Production and punctuation of construction
";"New plant, training and preparation new staff
Be the first to find this review helpful
Helpful
Share
Repor"
2018-07-15;Anonymous;Current Employee, more than 5 years;Smoke and miror;"Competitive salary, vacation, that is pretty much it.
";"Unfriendly work environment, you wont be treated fairly no matter how hard you work or perform. Incompetent supervisors who cannot communicate properly. No job security. Saudi Aramco values is based on not what you know, who you know... Go figure...
"
2018-06-19;N/A;Current Employee;Development review;"Personal development Home loan Medical
";"Hidden agendas for some managers
"
2018-06-05;Anonymous;Current Employee;Business Analyst;"It is a great place to work. I like the environment and the support I get from my management. They support creativity and new ideas.
";"As any company, you need to work super hard to prove your self.
"
2018-06-04;Quantity Surveyor;Former Employee, more than 10 years;Quantity surveyor/ Cost engineer;"At this time i am unemployed
";"Because Inexperienced people appointed in organization
"
2018-06-03;Hardfacing;Current Employee, more than 3 years;Hardfacing welder;"Good for futers me and my family
";"It was all hardworker
"
2018-06-03;Project Engineer;Former Employee;Good;"Well structured and organised system
";"Skills development not as expected
"
2018-05-29;N/A;Former Employee, less than 1 year;Great corporation;"Learning resources, High benefits ,Friendly environment
";"High load of work
Be the first to find this review helpful
Helpful
Share
Repor"
2018-06-12;Cpp;Current Employee, less than 1 year;learning curve;"guaranteed job after graduating and good people
";"very controlling. don't care about professional development
Be the first to find this review helpful
Helpful
Share
Repor"
2018-06-03;Pilot;Current Employee, more than 8 years;Great stop gap for ambitious youth;"Training and preparing employees for work. Benefits including expansive medical insurance and housing options. Facilities and camps. Systems and basically non existence bureaucracy Reputation
";"Saudi salaries compared to expats. Out of touch management Work hours and location
"
2018-05-23;Anonymous;Former Employee;Good in general;"Great benefits includes health coverage
";"Higher management needs to improve
Be the first to find this review helpful
Helpful
Share
Repor"
2018-05-22;Anonymous;Current Employee, more than 3 years;Good Environment;"Excellent work; environment world standard
";"Rating is not for work but schuduled
Be the first to find this review helpful
Helpful
Share
Repor"
2018-06-05;Anonymous;Current Employee;Good;"Professionals and well-educated people there
";"High competition between the employee
Be the first to find this review helpful
Helpful
Share
Repor"
2018-05-18;Anonymous;Current Employee, more than 10 years;Career Growth Opportunities;"Opportunities are ample. With ample opportunities comes ample chance for career growth.
";"Too many Red-tapes. Layers of approval or assurance creates inefficiency.
"
2018-05-28;Anonymous;Former Employee, more than 3 years;Insane benefits, and above average compensation that’s all;"The compensation was good if you’re an expatriate and benefits also crazy good. Your paycheck hits on time and the expatriates overseas that have been there for 7-10 years make it bearable. International contacts are also good.
";"They locals mostly lie through their teeth, don’t know how to do anything, raises are non existent and not based on anything close to reality. A lot of good expatriates come in being honest but you eventually start committing fraud to the terms of millions of dollars of ill gotten gains. When I took proof of this and filed the report with internal audit personally their response was to write it off to lack of Saudi experience. Amazingly when the auditors followed up with me three years in a row about the same issues that I delineated point by point in an e-mail with attached proof I finally gave up. When they acknowledged my e-mail year 1 is due to incompetence, year 2 (assuming the auditors outliners the issues in year 1 should not occur in year 2. If the same issues occur in year 3 & 4 that clearly tells you everything you need to know. From a career perspective there is literally zero growth whatsoever. Long story short stay away it’s not worth the sacrifice unless you’re exactly 49.5 years old and can arrive for day 1 prior to 50. If you can hang on for 10 years and you’ll leave with roughly $2.5MM USD in post tax savings and healthcare for life at about $400 / month for you and your spouse. This last part might change as I’ve heard they’ve been cutting back a lot over the past two years since I left. Of all the departments within Aramco New Business Development and Procurement were the worst. Corporate Planning at least tried to be runr pforessionally. The problem in Corporate Planning is that most answers were preordained before the Management Committee meetings even took place to make a formal go or no go decision.
"
2018-05-23;Anonymous;Former Employee, more than 3 years;Great Pay Zero Advancement Opportunities;"Great Pay, Great Vacation , Good Benefits
";"Zero Advancement, Poor Management. Poor Ethics
"
2018-05-17;Anonymous;Former Employee, more than 5 years;A perspective;"Excellent pay and benefits, and if you are adaptable, nice lifestyle. You will be paid well.
";"If you expect and need western public company values in the work force, don't come. It is not a meritocracy, and you are there until the Saudis can do the work themselves. Which is probably how it should be. Huge disconnect between what is said, and what is done.
"
2018-04-30;Supervisor;Former Employee, more than 8 years;Supervisor;"safe working environment and state of the art experience.
";"team working environment and optimal well delivery
"
2018-04-27;Anonymous;Current Employee, more than 5 years;System Analyst;"Trainings, good benefits, and I work with an engaging collaborative team.
";"No Agility and Bureaucracy. Also, each department might have different work culture, so every Saudi Aramco employee has a different experience and story to tell.
"
2018-05-08;Electrical Engineer;Former Employee, more than 3 years;TECHNICAL SALES ENGINEER;"I have been with IDEALINK For over nearly 4 years now and I have to say it keeps getting better every year! Best working atmosphere and best appraisal based on achieving project goals.
";"Since it is a middle east company due to new middle east new rules really affect the employees working there.
"
2018-04-21;Anonymous;Current Employee;Project Engineer;"Good place to work in Saudi
";"Everything moves slowly in Saudi
Be the first to find this review helpful
Helpful
Share
Repor"
2018-04-27;Business Development Manager;Former Employee, more than 10 years;Work & benifits in Aramco vs social cost;"World class company with great benefits to all employees
";"Very large and focused on certain sectors. Needs to be more creative
"
2018-04-12;Process Control Systems Technician;Former Employee, more than 5 years;Great experience!;"Very big company and professional management. Good salary and benefits.
";"Nothing negative to say about the company.
"
2018-04-09;Head of Engineering Unit;Former Employee, more than 10 years;Review of Saudi Aramco;"Great organization to work for.
";"Needs to improve work/life balance for employees
Be the first to find this review helpful
Helpful
Share
Repor"
2018-04-03;Anonymous;Current Employee;manager;"Manage the project life cycle to confirm processing as per schedule
";"the work vision is the goal achievement
"
2018-04-10;N/A;Current Employee;Process Engineer;"job security - rare cases of firing employees- Large oil and gas company
";"unfair rating and pormotions - negative and micro management styles -
"
2018-03-05;Maintenance Manager;Current Employee, less than 1 year;Think good before your move Saudi;"Good environment to work and live
";"Working hours need to change
"
2018-02-18;Manager;Former Employee;Working in Aramco in a beautiful experince;"Big opportunities to move up the ladder in so many disciplines. Great experience working in the core business which is oil and gas or support areas such as HR, Finance, IT etc.
";"Due the the fact that its operation is throughout Saudi Arabia and the world, flexibility to relocate to different areas is a must and could be part of moving forward.
"
2018-02-18;CAD Drafter;Former Employee, more than 3 years;"""Pros and Cons of working for Saudi Aramco""";and ;"of working for Saudi Aramco""
Feb 18, 2018 - CAD Drafter in Ras Tanura
Recommend
CEO Approval
Business Outlook
Pros
Low stress work environment - can get away with doing little or nothing. Lifestyle for US expatriates in Dhahran are outstanding - like living at a resort. Compensation per unit of work output, is very high (not because pay is high, but required work output is very low).
Cons
Down side is that your professional skills will atrophy, rendering you unemployable anywhere else. Great place to retire from; horrible as a stepping stone to something better.
"
2018-03-01;Anonymous;Current Employee;Learn a lot;"1- Learn a lot 2- Highly respectful company 3- Multi culture environment with around 90 different nationalities.
";"1- Work-life balance is not equal. 2- Moving from company location to another.
"
2018-02-11;Engineer;Current Employee, more than 8 years;Good Company;"Good Pay Nice overall environment Nice camp for expat employees Colleagues are generally helpful Office near home, if main camp area then almost walking distance
";"Sometimes management can be terrible due to attitude and micro management Old house and office buildings Different groups work like different competing companies
"
2018-02-13;Anonymous;Former Employee, more than 1 year;Inconsistent.;"Great working environment and helpful staff.
";"Lack of contact of power towards mid-range facilities.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-02-09;Senior Writer/Editor;Current Employee, more than 8 years;Open;"Excellent salary, benefits and perks.
";"Atrocious management with blatant disregard for planning; every initiative or response is reactive.
"
2018-02-10;Professional;Former Employee, more than 10 years;career develpment;"work within a system
";"system is rigid , negative life balance .
"
2018-02-25;Anonymous;Current Employee;Jobs;"Good company to being your life with.
";"Work under pressure and hardwork.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-02-25;Fire Protection Engineer;Current Employee, more than 3 years;EXCELLENT FIRE PROTECTION ENGINEER;"uitable for people who likes to solve problems mentally Suitable for people who values achievements and are resultsoriented This career is perfect for people who love to work indoors. Very high salary (top 25% highest paid careers)
";"Not suitable for people who likes to work with designs It is hard to get into this career. A considerable amount of workrelated skill, knowledge, or experience is required for this career. Long working hours (More than 40 hours per week)
"
2018-02-10;Anonymous;Current Employee;Cooperative Work;"Learning in-depth in my major.
";"There are no Cons in this company.
Be the first to find this review helpful
Helpful
Share
Repor"
2018-02-10;Safety Supervisor;Current Employee, more than 10 years;safety supervisor;"i want to upgrade my self.
";"I m working in A multinational company
"
2018-02-10;Senior Technician;Former Employee, more than 10 years;senior technician;"good benefits during a working time there is no any problems or any issue with Saudi Aramco
";"all over Saudi Aramco i find very good
"
2018-02-19;Mechanical Inspector;Current Employee, more than 3 years;Nothing;"To live and to live
";"Really bad management no justice
1 person found this review helpful
Helpful
Share
Repor"
2018-01-30;Anonymous;Current Employee;Engineer IV;"good environment, nice people, cooperation, good salary.
";"far away from home, being not social, stressed out, not spending a lot of time with your children.
"
2018-02-07;Anonymous;Current Employee;Worked in the past, not now;"Great pay, no rain, diverse workforce
";"Recruiters lie about job role and housing lies about housing issues. Once in your job, impossible to move to a new role as the tribal management will not allow. Saudi nationals given all the perks while expats just work. Fees for dependants, fees for visas going up every year.
"
2018-02-27;Anonymous;Current Employee;Contractors are not respected;"Good salary + working on good projects with good experience.
";"You are not respected as Aramco direct hire.
"
2018-01-22;Anonymous;Current Employee;Geologist;"Good pay and stable job
";"None from my side in this subject
Be the first to find this review helpful
Helpful
Share
Repor"
2018-01-17;Anonymous;Former Employee;Instrumentation Engineer;"Possessing seventeen years of experience in instrument erection, commissioning & maintenance work activities
";"Involve Instrument Erection, Pre-Commissioning, Commissioning & Maintenance activities in Offshore & Onshore,
"
2018-01-16;Heavy Vehicle Driver;Former Employee, more than 1 year;Heavy driver;"Well It's a recognized company in middle east
";"It's a facility company and secured company too
Be the first to find this review helpful
Helpful
Share
Repor"
2018-01-12;Contracts Advisor;Current Employee, more than 5 years;CONTRACTS ADVISOR;"Excellent company to work for, with opportunities to growth, promotions, benefits, financially and professionally.
";"Location. Working and living in Saudi Arabia is a very difficult hardship to be consider for a long period of time. I do recommend the experience for a few years, but no for to many years.
"
2018-02-13;Engineer;Current Employee, more than 5 years;Toxic Corporate Culture;"Money. As a US expat engineer you can expect to make 225k to 300k USD per year but you will have to suffer both inside and outside the company.
";"People. Worst company and worst people I have ever dealt with in my life. If you can live with criminals you will survive here.
"
2018-01-10;Anonymous;Former Employee, more than 10 years;Supervisor;"Nice & best company of Oil distribution
";"Delay of promotions for it takes more than 10 years
"
