date;employee_title;employee_status;review_title;pros;cons
2021-01-26;Finance Analyst;Current Employee, more than 5 years;Good job;"Stable job good work environment
";"No career progression and slow if any
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-10;Engineer IV;Current Employee, more than 5 years;Aramco Entry Level Engineer;"Overall package, housing incentive, Ramadan salary, location.
";"Average salary, big corporate, military hierarchy.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-02;Senior Engineer;Former Employee, more than 3 years;Dont work there!!!;"Good pay (but not awsome)....
";"Bullying, harassment, mistreatment, racism against Expats by peers and managers. Stuck without promotions or training, not valued. Make yourself a favor and dont go there...the additional amount you will make does not make the toxic environment. You will be sorry you left home for this hole.
"
2021-01-26;Anonymous;Current Employee, more than 1 year;Good Company;"Good people , good compensation
";"career progress stagnation. This can be improved
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-08;Contracts Advisor;Current Employee, more than 10 years;.;"Security, Normal job, stable, fix schedule
";"No motivation, no Appreciation, No clear Career path
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-22;Maintenance Engineer II;Current Employee, more than 3 years;Good Working Environment;"Good working environment and multiple industries covered
";"Unique environment where the industries covered is very wide.
"
2021-02-04;Risk Management;Current Employee, more than 5 years;Average;"Great environment Room to learn
";"Growth opportunities For young professionals
"
2021-02-04;Engineer;Former Employee, more than 8 years;Excellent compensation, very poor management;"Excellent remuneration with a bonus and many great perks.
";"Saudi Aramco management is very poor and incompetent. Expat employees are not treated with respect and with next to zero career opportunities. They tend to ensure that expats understand that they are brought there to be at service for local bosses and that is everything.
"
2021-01-17;Mechanical Engineer;Current Employee;Tough Company;"Salary is good but not equivalent to the work load Prestige Good Training Good Experience Safety First
";"Pressure Hurry Unfocused Too much requests Leave planning is bad
"
2021-01-17;Pipefitter;Former Employee, more than 5 years;Okay;"Work hard good honest and safety
";"Saudi aramco is ok and good company
"
2021-01-16;Mechanical Engineer;Current Employee;Highly recommended;"Best workplace to work in chemical sector
";"None to think of.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Senior Data Engineer;Current Employee;Saudi Aramco;"Very interesting professional working environment to work for
";"The Saudi aramco will provide you with some challenging project to achieve
"
2021-01-13;Intern;Current Employee;Good;"Salary l benefits and employment
";"Environment is all male domain
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Engineer Intern;Former Employee;Construction intern working on a project;;"ruction intern working on a project
Jan 11, 2021 - Engineer Intern in Dhahran
Recommend
CEO Approval
Business Outlook
Pros
great benefits free lunch free breakfast carpool health care
Cons
long hours employee hirearcy site condtions manegment problems
"
2021-01-11;Cost Engineer;Current Employee;Best company;"Great company to work in
";"Nothing to mention it is the best
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Project Manager;Current Employee, more than 10 years;Great Company To work for;"Great Company To work for
";"Progress might be slow for high potentials
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-11;Senior Advisor Executive Talent Management;Current Employee;Unique global player going through major transformations;"Focus on wellbeing of employees, very global workforce, work-life-balance is excellent
";"Sometimes a bit bureaucratic and hierarchical but that depends on the department
"
2021-02-14;Engineer Specialist;Current Employee, more than 8 years;Plan Carefully if near retirement;"easy job, 8 hour per day
";"no technical path, endless copying from one spread sheet to the next, new initiative every 3 months with the last one forgotten or abandoned, no accountability
"
2021-01-07;Senior Manager;Current Employee;Good environment for you to be able to maintain your own life;"Experience, salary and team work
";"There are no cons at all
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Senior Mechanical Engineer;Current Employee, more than 8 years;Hello;"Excellent compensation Excellent work life balance Excellent family environment
";"Low morale organization No accountability
"
2021-01-19;Drilling Engineer;Current Employee, more than 8 years;Great place;"Great managers but mostly young kids
";"Low pay but not too bad
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-19;IT Administrator;Current Employee;It is like a public official;"working and life balance is good
";"lower salary than other company in Korea
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-03;Business Analyst;Current Employee;Excellent;"Medical insurance high pay bonus annual reward
";"Load Pressure Difficult to have managerial positions
"
2020-12-31;Anonymous;Former Employee;Great Company;"Great Company to work with
";"I don't see any problem as such
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-30;Division Chief;Current Employee, more than 10 years;Environment;"Positive, employees development, career progression
";"Pace of progression and difficulty to change business lines
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-28;Facilities Engineer;Current Employee, more than 5 years;lots of money but no future;"respected, well paied, if you are lucky a lot of development, and reputation
";"If you know someone who knows someone you are at the top or not. otherwise, you have to do it the very very hard way. Old managements old mentality no future no innovation
"
2020-12-27;Engineer I;Former Employee, more than 5 years;excellent experience;"every thing is very good
";"just the expat layoff policy
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-23;Anonymous;Former Employee, more than 10 years;Excellent;"Great company with great environment
";"Huge company with huge industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-05;Market Data Analyst;Current Employee;Not great learning environment for fresh grads;"Work-life balance and not much competition to become a trader
";"Very siloed environment; few opportunities to learn
"
2020-12-20;Electrical Engineer;Current Employee;Very green place to be;"Career improvement Good Salary Environment Supportive team
";"Work locations can vary a lot but they pay good
"
2020-12-13;Contract Advisor;Former Employee, more than 1 year;Great company;"There is a lot of focus on learning and development
";"sometimes there is a topdown decision making but not always
"
2021-01-18;Wholesale Supervisor;Former Employee, more than 1 year;Comes with drawbacks;"Learn the logistics of wholesale Learn great marketing skills
";"not social not many employees draining for the little salary you get
"
2020-12-11;Anonymous;Current Employee, more than 5 years;Finance Professional;"Facilities, Remuneration, work life balance
";"Growth opportunities is one criteria to consider
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-09;Field Compliance Coordinator;Current Employee;Great;"A very good company with a great culture
";"No cons that i can add
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-09;Engineer;Current Employee, more than 8 years;Great company;"High energy, great exposure and return
";"Heat, sand, language, local, remote
"
2020-12-09;Human Resources Manager;Former Employee;Good place;"Salary is more than good
";"High load and pressure at all times
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-23;Project Engineer;Former Employee, more than 10 years;Salary;"Saudi Aramco provides Stable work
";"Saudi Aramco pays sometimes Less salary.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-23;Anonymous;Current Employee, more than 10 years;Could be better;"a well-stracutred company with great systems in place
";"The appraisal system is not fair
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-08;Drilling Engineer;Current Employee, more than 8 years;Amazing;"Great place to work; great people
";"No negatives about this company
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-21;Human Resources Analyst;Current Employee, more than 5 years;Many developmental & career progression opportunities;"Job stability, many career growth opportunities, company invests heavily in employee development
";"Bureaucracy, inefficiencies, Top-down approach. Limits your creativity and freedom.
"
2020-12-06;Maintenance Mechanic;Current Employee, more than 5 years;Saudi Aramco;"Is not only the best company but the most valubale lifestyle this place tought me more in life & in work I appreciate working with Aramco and I wish I can go to them with y engineering degree to fully enjoys everything about it
";"Only managment is very few placec sometimes they burry you if there was someone or thing wants to get rid of you even while they have no reason so I advise to ask and make sure where is best pace or office to be hired for unless you know someoone that might get you throw
"
2020-12-04;Engineer;Current Employee, more than 5 years;Excellent company;"Good Remuneration Work life balance Good work experience
";"No career growth Too much work load
"
2020-12-18;Software Engineer;Former Employee, more than 1 year;Not worth it;"Good company I recommend it
";"I enjoyed working for that company
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-03;Loss Prevention Engineer;Former Employee;Saudi Aramco;"Good paymaster Good learning opportunities Excellent salary for white Americans
";"Salary is based on the passport Too much Saudiazation, higher positions are only for Saudis
"
2020-12-02;Administrative Clerk;Current Employee;Excellent;"Most Reliable company in the world
";"The Strong competition among employees
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-02;Engineer;Current Employee, more than 5 years;Great place to work;"Work life balance and benefits
";"Performance evaluation system and merit increase
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-02;Graduate Civil Engineer;Former Employee;Civil engineer job;"Its been always a desire to get a place in aramco
";"Being its diversity you met different people from different fields and have a chance to work with them
"
2021-01-07;Business Development Manager;Current Employee;not good for career;"money, life balance is good till now
";"all the rest, no career, performance valuation non existing
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;Financial Planning and Analysis Manager;Current Employee;Bad HR;"Just the name is a pro
";"Bad compensation, too much work load, not listening to employees need
"
2020-11-27;Project Manager;Current Employee;Excellent company;"Solid system. Process oriented. Fair to employees
";"Early retirement regulations. Hard to move out
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-11;Senior Production Engineer;Current Employee, more than 1 year;The grass is greenish, but not greener;"Fairly stable, good hours usually 7-4 consistently. Some departments pay OT.
";"The camps can be isolating, don't expect any promotion as an ex-pat. You're only here to do the grunt work and help train the younger engineers, nothing else. The bonus is small compared to US companies, the yearly increase is also small. Don't try to fix anything, make anything more efficient or get ahead, the local employees will not stick up for you so don't stick your neck out trying to improve operations. The culture at work is very hierarchical, you cannot do anything without your young local supervisor's approval. No dental or eye coverage for the medical.
"
2020-11-26;Project Engineer;Former Employee, more than 5 years;Good benefits;"Benefits are good for employees
";"Career restrictions for expats in the company
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Rail Car Electrician;Former Employee, less than 1 year;Car electrician;"Good knowledge and experience in CV
";"Not that high of a salary
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-19;Business Systems Analyst;Former Employee;Largest oil/gas company in the world;"Best employer to work for
";"None that i know of
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-01;External Reporting Manager;Former Employee, more than 3 years;Saudi Aramco Financial Planning & Performance Management Department;"Excellent benefits before downsizing due to COVID-19. It was the best company in the world.
";"Management inclined to make dumb decisions: downsizing of western expatriates
"
2020-11-16;I T;Current Employee, more than 3 years;I.T;"I like Saudi Arabia Work
";"Yes This Company is very Good Company and very brilliant Company
"
2020-11-13;Facilities Manager;Current Employee, more than 10 years;High-performing employees are drawn by the challenging and rewarding professional opportunities;"Aramco builds on tradition of celebrating, engaging, and enabling workforce, supporting the wider strategy to create a vibrant and inclusive company culture
";"A global company with over 70,000 employee, a diverse global culture, working on challenging projects with dynamic, talented people in a world-class environment.
"
2020-11-12;Production Manager;Current Employee;Excellent company;"A lot freebies and training
";"Too much time away from family
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-10;Engineer;Current Employee;Saudi Aramco;"Development Work environment Excellent payment
";"Stress sometimes Middle management are not competent
"
2020-11-05;Senior Systems Analyst;Former Employee, more than 5 years;Benefits and Culture;"Saudi Aramco has great benefits and a very diverse culture with very smart people.
";"Climate is not the best
"
2020-11-04;Division Manager;Current Employee;Stability Masters;"7-4 stable income job security amazing training
";"Average compensation, slow progress, very bureaucratic
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-31;Mechanical Engineer;Current Employee;Great Development Opportunities;"Great financial benefits and development opportunities
";"The work load will make it difficult to focus on your technical development
"
2020-10-30;Engineer;Current Employee, more than 10 years;Great company to work for;"Great benefits for Saudis including housing allowance, medical coverage, Ramadan pay
";"Most of company plants are remote
"
2020-10-30;Administrative Assistant;Former Employee;good;"very good salary and benefits
";"too much work with low evaluation
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-30;Procurement Specialist;Current Employee;Aramco;"Manuals and Guidelines are well established
";"Not flexible enough which limits employees empowerment
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-28;Trainee;Former Employee;Aramco life;"Good salaries and OKAY facilities
";"Devours your soul out of your body
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-22;Operations;Former Employee, more than 3 years;Oper II O/G Ops;"Team building, collaboration, and leadership.
";"Nothing observed to be mentioned
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-22;Accounts Payable Assistant;Current Employee;Beoordeling Aramco;"Salary, engagement in voluntary activities contributing to community
";"Frustrations in slow response from Saudi counterpart/colleagues when dealing with them
"
2020-10-21;Engineer;Current Employee;Good;"The salary is considered good compared to others.
";"Work environment is not healthy which depends on the department and its management
"
2020-10-21;HSE Coordinator;Current Employee, more than 10 years;s;"Training, systems, HR policy, Salary, JOb secuirty
";"CUlture, Management, training, workload, lack of plans or strategies
"
2020-10-20;Business Operations Manager;Current Employee;BDM;"Excellent Training Global Experience Global Networking High Benefits High Salary Global Business Welcoming
";"Promotions Rotation Hiring House Loans Jobs vacancies On job training Re locations
"
2020-10-19;Lead Piping Engineer;Former Employee;Excellent Company with good rewards;"Nice environment and good salary.
";"Projects are running down now
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-03;Project Engineer;Former Employee, more than 5 years;Mixed Experience;"Pay and benefit are good.
";"No career, Master-Slave working culture
"
2020-10-18;Accounting;Current Employee, less than 1 year;Good;"Good and semolina and perfect
";"Good place to work in and the people there the best
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-21;Student;Current Employee;-;"sending you to study abroad
";"slavery! they will control everything once you sign the contract
"
2020-10-31;Project Engineer;Current Employee;Oil and gas;"Job security, and good pay
";"Management methodologies are not clear
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-16;Senior Consultant;Current Employee;Best Company in the World!;;"ltant in Dhahran
Recommend
CEO Approval
Business Outlook
Pros
Great total compensation and family-related benefits!
Cons
It's really hot and dusty here.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-16;Electrical Engineer III;Current Employee, more than 5 years;Saudi Aramco Engineer Expat;"Tax free salary, benefits such as repatriation flights for holidays and bonus
";"Saudi Arabia, Location, Culture, food, lifestyle
"
2020-10-30;Computer Operating Systems Specialist III;Current Employee, more than 3 years;Working as an IT Employee;"Job Security. Diverse groups to join if you are lucky enough to rotate around.
";"No job satisfaction Absurd level of security that hampers productivity more than providing real security benefits.
"
2020-10-11;Project Engineer;Current Employee;Great Company;"As an Expat, benefits are awesome.
";"None I can think of.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-21;Secretary;Former Employee, more than 3 years;undervauled, disrespected and boring;"Salary Vacation days Weather Good benefits Little commute time
";"The Secretary duties are very boring, you mostly make tea/coffee and fill bowls with nuts abd spend your days correcting english on letters only to be told its incorrect by people who do not speak fluent english! There is little or no scope for progression. If you get based in a remote area it can be very isolating. The accomodation is old and mould infested. As a newbie you enter on lowest points so are not entitled to a newer build. You have no control over what Manager/Department you get assigned to or what city you end up in. Most Managers are difficult. You will experience some form of disrespect. You will be spoken to like a piece if rubbish. They are allowed to comment on your weight, too fat/too skinny. HR will ignore complaints. If you flirt and laugh at others misfortune you will be fine. You get no training and no assistance on their systems, you are just expected to know how they work. Camp life can get boring very quickly unless you go to parties all of the time. That novelty soon wears off. People are not very friendly, most of the expats are nuts. This can really get a person down as its constant negativity. There are some decent ones but few and far between. ""Wasta"" is still very much a way of life there.
"
2020-10-11;IT Consultant;Former Employee;Review;;"ltant in Dhahran
Recommend
CEO Approval
Business Outlook
Pros
Amenities and compound living in ksa
Cons
Transparency into company direction for employees
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-09;Project Engineer;Current Employee;Great company to work for!;"Job security, wealth of experience in the oil & gas industry, great resume booster
";"Corporate culture, slow-paced at some points
"
2020-10-08;Engineer II;Current Employee;Overview;"great place to work in, facilities, working hours
";"alot of employees some with minimum work to do
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-07;Specialist;Former Employee, more than 5 years;Great Company;"Great accomodation and people work is interesting
";"Conservative lifestlye, diffcult transition coming in
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-07;Heavy Equipment and Rigging Specialist;Former Employee, more than 10 years;The best;"System, salary, clear vision and mission
";"Nothing that I can't remember to be mentioned
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-21;Toolpusher;Current Employee;Not good;"Security and decent salary that's it
";"Environment and bad work schedule
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-05;DRILLING CONSULTANT;Current Employee;Very well arrange with perfect HSE.;"Senior drilling engineer, create drilling programs with casing points, cementing, completions for HPHT wells to Sara and Qasim formations.
";"Exploration, deep HPHT gas drilling and completion.
"
2020-10-04;Project Controller (Engineer);Current Employee;Big company;"It hard and a lot of work in it
";"You will have a good salary
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-29;Corrosion Engineer;Current Employee;Management is harah;"Salary is quite good for fresh graduates
";"Work in Remote area location can’t change
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-13;Industrial Engineer;Current Employee;Aramco is not a 21st century company;"Nice salary and let's you travel much
";"Pollutes too much. Culture isn't great
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-22;Human Resources Advisor;Former Employee, more than 5 years;Saudi Aramco in Dhahran;"A pleasing community to live in camp. Pleasantville Arizona... Don't rely on getting across to Bahrain easily, as so are 40,000 others - and it really doesn't have much to offer. Lot's of interesting projects to work on, with very nice Saudis. Warm and pleasant, humorful and non-judgmental. Surrounded by well educated and generally pleasant colleagues from all over the world, who have a great community social life. Everything is only 5 minutes away if you live in camp. Opportunities abound for those who are willing to be agile, productive and positive. A good and surprisingly large hospital, in the camp. Many excellent Saudi staff, surgeons etc.
";"Many people will arrive on there first day at work to be told that they don't have the role they've been contacted for. Bit frustrating after a year to get gain the position and actually get there. Managers move around and the info doesn't always get to the replacement. You still get paid though. If your managers really don't want you after you have arrived, they may play the 'don't give her any work' game. Then as you have been sitting around twiddling your thumbs they'll call you in on your 90th day and tell you that you've failed probation because you haven performed, so go home again and pack. Managers often can't make decisions and don't read for more than 30 seconds - which may mean a shift in your expectations - or you can just allow it to irritate you; or you can just carry on and smile. The camp families tend to be a bit cliquey, so if you don't fit their social circle you could be politely avoided. Specific religious beliefs, married or single, that kind of clique. Don't expect a reference when you leave - they just don't give you one, unless you personally request from a friendly manager. It's difficult to come back into the real world if you have been there for 5 years or more, as your overseas experience will be probably ignored by recruiters.
"
2020-10-11;English Instructor;Former Employee, more than 5 years;Well paid but stressful;"Highest paid ESL teaching job in the world.
";"Too much lip service paid to good practice; very little good practice in reality.
"
2020-09-29;Digital Marketing;Current Employee, less than 1 year;none;"got good experience that is all
";"Digital marketing Salaries at aramco
"
2020-09-08;Secretary;Former Employee, more than 5 years;Excellent;"Can improve our self day by day, cam learn something new daily, Well organized and professional Staff
";"Nothing Negative about this Company
"
2020-09-07;Administrator;Current Employee, more than 10 years;Great job.;"Quality of life. Great benefits.
";"The size of the company can be overwhelming.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-06;Software Developer;Current Employee, less than 1 year;Yes;"Salary and environment and collaboration
";"Workflow is a big major problem
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-03;RN Staff Nurse;Former Employee, more than 3 years;Aramco is one of the best in the world;"good salary. A lot of company sponsored events like post Ramadan celebration and company anniversary. It was fairly easy to get a promotion in Saudi Aramco.
";"none that i can think of.
"
2020-10-08;Supply Chain;Current Employee, more than 5 years;Bumbling idiots for managers;"Buckets of money and great trips abroad
";"Dealing with idiotic processes that make inefficiency the norm however the mangers believe they are world class operators. Line managers don’t have the guts to make decisions out of fear of offending someone - no balls management
"
2020-08-31;Group Leader;Current Employee, more than 5 years;Fantastic place to work and live;"The work environment is outstanding, with work/life balance unlike any other company I know. Diverse workforce from all over the world, challenging and rewarding career path, excellent employee training.
";"This is a huge global company with over 70,000 employees worldwide, so management hierarchy still exists to control approvals which can sometimes be a little slow.
"
2020-08-27;Senior Drilling Foreman;Former Employee, more than 10 years;Great Salary & Benefits when I went to work, now cutting back on the perks;"Good salary, good benefits, good as your last job before retirement if you can get 10 years or more
";"Many benefits are being decreased now but still better than most, pretty much no chance for a real career......you will be stuck where you started more or less your entire time with the company, No real job satisfaction
"
2020-09-09;Engineer;Current Employee;fine;"good pay, good benefits and more
";"long working hours, few off days
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-24;Senior Systems Analyst;Former Employee;Saudi Aramco;"Great Benefits and Very smart people
";"Climate, Very far from US
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-24;Petroleum Engineer;Current Employee, more than 5 years;Great company;"Good training opportunities Programs that facilitate assignments in different departments Job security
";"Difficult to make changes to existing procedures/protocols
"
2020-08-23;Programmer Analyst;Current Employee;very good;"high salary and good money and rest
";"non i can now right now
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-22;Drilling Engineer;Current Employee;Personal Resilience;"Build personal soft and technical skills
";"Not fully integrated functioning separately
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-18;Senior Planning and Programs Analyst;Former Employee, more than 10 years;A state of the art oil producing, refining and exporting company;"Fair and excellent paymasters with prospects of growth.
";"Expatriates must leave at the end of employment
"
2020-09-22;Graduate Student;Former Employee;Dream turns to disappointment;"Health Care Insurance at John Hopkins hospital The Company is very fair with its employees
";"Not very flexible climbing the ladder would be near impossible they need a robots not human beings( Always on time, one absent may put your career in danger) if you got a speeding ticket your promotion will get delayed another 4 years salaries for saudis are a joke you get one month vacation per year
"
2020-08-17;Teacher;Former Employee, more than 5 years;Great benefits and colleagues;"Great teammates, great benefits nicely supplied classroom
";"Living overseas, the weather, safety concerns
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-20;Senior Treasury Analyst;Former Employee, more than 1 year;Staff Specialist;"Lots of vacation and sunshine
";"No promotions unless you are Saudi
Be the first to find this review helpful
Helpful
Share
Repor"
2020-08-25;Senior IT Analyst;Former Employee, more than 8 years;None;"Only good for the money and if you want to have a laid back lifestyle
";"Not a good place to advance your career.
"
2020-08-10;Cost Engineer;Current Employee, more than 5 years;PMT;"Get exposed in different phases including engineering, procurement, construction and as well as cost, scheduling and contracting.
";"Would need to be 100% willing to relocate at any moment.
"
2020-08-24;Process Engineer;Former Employee, more than 8 years;Too much office politics;"Money is good Living is good
";"Office politics Takes too long to issue reports
"
2020-08-20;Engineer III;Former Employee, more than 5 years;It's not worth the mental it's a career killer;"- The money is good if you have a western passport - if you are a saudi it's a pretty good gig
";"- you will be harrassed outside wherever you go. The police is more of an oppressive force than a community service - Based on the color of your skin and your passport you will either be tolerated to despised or something in between the two. - no personal growth, courses are mostly reserved for locals. You are expected to defer to your local boss on all matters even if borders on stupidity -perquisties are getting reduced every year. It's horrible enough with the money, I can imagine working for less - job security is gone. If you are south asian or some arab feom the 'less desirable' countries , you can be easily disposed. However, your chances of retention are higher in the current atmosphere as you get paid peanuts. Situation you should opt for a job in this company: you are a white blue eyed male who has no skills and cannot get a job anywhere in the civilised world. Also you are hungry and haven't eaten for weeks Situation you should not opt for a job in this company : Anything contrary to the above statement
"
2020-08-02;Professional Traininer III;Former Employee, more than 5 years;Breat Company;"Poeple. pay, family oriented, location
";"technology is out of date and unreliable.
"
2020-08-01;Anonymous;Current Employee;Large company, good benefits;"Very long history of successful operation; modernizing culture; excellent experience in terms of projects
";"upside limited, in terms of compensation
"
2020-08-10;Senior Advisor;Former Employee, more than 5 years;Look Elsewhere;"Reasonable retirement and medical benefits
";"office environment like working in the 1990s; poor IT, Saudi management incompetence; no career
"
2020-07-26;Chemical Engineer;Current Employee;None;"Great money with saudi aramco
";"Working in remote areas is bad
"
2020-08-05;Analyst;Former Employee, more than 5 years;Do think thrice before joining;"Pays well and good residential compound
";"Performance appraisal is always biased against Expats Expats are always dispensable so be prepared for sudden lay off Do not expect promotions for expats Expect much higher demands for expats which are subjective to local superiors You have to swallow whatever treatment No avenue for redress without been marked Do not join unless you have no choice!
"
2020-07-21;Writer/Editor;Former Employee, more than 5 years;Great Pay and Benefits, Little Opportunity for Growth;"Pay and Benefits are beyond anywhere else
";"You will do the same thing forever
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-19;Planning Scheduling Supervisor;Current Employee, more than 8 years;Great Company to Work For;"They provide great opportunities for growth
";"limited operations within Saudi Arabia
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-18;Planning & Performance Management Analyst;Former Employee, more than 5 years;One of the best companies to work with in Saudi Arabia, but..;"Work Culture, good salary, great name to have on CV
";"Politics, unfairness in treating employees, no internal mobility
"
2020-07-16;Geomatics Engineer;Current Employee;Geomatics;"One of the biggest oil production company in the world
";"uncertainty job conditions in the industry
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-25;Internship;Former Employee, less than 1 year;-;"Benefits are countless in this company
";"people and the environment are bad
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-02;Petroleum Engineer;Current Employee;Great;"excellenent great very good not bad
";"no time to go to the gym
1 person found this review helpful
Helpful
Share
Repor"
2020-07-05;Refinery Linear Program Models Specialist;Former Employee;Saudi Aramco;"Proceses are well designed and implemented
";"Too much bureaucracy, then makes slow to reach state of the art in some areas
"
2020-08-07;Engineer;Former Employee, more than 5 years;It's a place to make money, not build a career.;"Work environment is chill. Money is good. Benefits are amazing.
";"If you're career driven, or just want to do a decent job, it's not for you.
"
2020-07-15;Financial Analyst;Former Employee, more than 5 years;good pay including benefits and work life balance;"good pay including benefits and work life balance
";"place is sometimes very hot and some of the employees dont do much
"
2020-07-01;Geologist;Current Employee;Good;"Attractive workplace and meet expectation
";"Can't find anything to mark here
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-25;Senior Accounting Specialist;Former Employee, more than 8 years;Great Place to Work and Grow;"Great variety of work and people
";"slow to react as issues arise
"
2020-06-23;Anonymous;Former Employee, more than 1 year;Working with aramco gives us a wide knowlege of working experience.;"The best working experience is the facilities are great and the office equipment provided are the latest in the market which make doing the job perfect.
";"When the project is situated on a very remote area because market is limitted.
"
2020-06-23;Engineering Coop;Former Employee, less than 1 year;Average Interview;"Providing a commitment environment to work with . Also, it provides a suitable salary and many other beneficials.
";"Once you have the job and assigned in a specific department , it will be very hard to move from it.
"
2020-06-17;Engineer;Current Employee;Great company;"Excellent working environment and among the best
";"None really that is a major
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-27;Sales Specialist;Current Employee;good employer;"pay and benefits. living in camp
";"politics. biases. lack of professional development (for non Saudis)
"
2020-06-14;Staff Accountant;Current Employee, more than 10 years;It's great to work in your Company;"It's save and become good salery and insurance
";"Your company is a good.
"
2020-06-09;Senior Administrative Assistant;Current Employee, more than 10 years;Excelkent;"High Quality Employment and Competitiveness.
";"Very Strict to age when it comes to retirement.
"
2020-06-09;IT Systems Analyst;Current Employee, more than 10 years;Great company to work for but can be stressful at time;"Good number of Development and progression opportunities
";"Can be stressful depending on organization and location
"
2020-06-08;Engineer;Current Employee, more than 8 years;Excellent Company;"Perfect balance of work and family
";"No cons identified in the company
"
2020-06-21;Anonymous;Former Employee, more than 3 years;Not so good;"Benefits, appreciation and over time pay
";"Not very professional work environment, incurrence was disaster
"
2020-05-30;Mechanical Engineer;Current Employee;Taz;"Empowerment, Leadership, Motivation, Flexibility and Commitment
";"No enough time for family
"
2020-05-29;Instrumentation Engineer;Former Employee;Very good;"Professional good nice friendly service
";"None to mention good company
Be the first to find this review helpful
Helpful
Share
Repor"
2020-05-22;Accounting;Current Employee;Largest;"Large company with big staff
";"Detailed work and slow process
Be the first to find this review helpful
Helpful
Share
Repor"
2020-06-04;Human Resources;Current Employee, more than 8 years;Big Company Struggles;"Higher salary and benefits. There some great people to work with.
";"Bureaucracy, politics, and big brother both organizationally and culturally enforcing policies and rules
"
2020-05-28;Engineer;Current Employee, more than 8 years;Horrible Company;"Money and that's really it
";"Everything, Culture is Corrupt, Racism, Abusive Saudis who hate Expats. Abusive Supervisors who yell at Employees and get away with it because they are Saudi and you are an Expat. Company is all marketing but behind the Abaya its basically a horrible local company that used to be an American owned and is the reason why it has the reputation it used to have, good job screwing it up.
"
2020-05-13;Purchase Executive;Former Employee;Best place to learn and earn;"Work place Safety is strictly followed
";"Contractor employees are not treated in a fair way
Be the first to find this review helpful
Helpful
Share
Repor"
