date;employee_title;employee_status;review_title;pros;cons
2021-02-06;Process Operator;Former Employee, more than 8 years;Schlumberger;"great benefits and competitive pay.
";"Not family oriented, VERY poorly managed
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-05;Field Engineer;Former Employee, more than 1 year;Work/Life Balance not there;"Great pay, challenging work, paid to travel
";"No work/life balance, work can be stressful
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Data Scientist;Current Employee, more than 5 years;Great place to work;"Flexible place to work at
";"They will fire you with no explanation
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-26;Wireline Engineer;Former Employee, more than 1 year;Hated Every Second;"The money - literally thats it
";"You get paid 12/hour, you just work over 100 hours a week so it seems like a lot of money
"
2021-01-21;Site Coordinator;Former Employee, more than 3 years;Schlumberger;"It is Great place to work
";"Downsizing because of Covid 19 Fworkforce Redustion
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Store Keeper;Current Employee, more than 3 years;Overall good company;"Compnesation is good and they take care of there People
";"Commute - gets a little tiring - work life balance is questionable .
"
2021-02-02;Field Engineer D&M;Former Employee, more than 1 year;If you need the work experience badly then do it otherwise avoid this role.;"- Extensive HSE training - On Job and Classroom training - Online training modules - Looks good on a resume so leverage it to leave asap - 6month - yearly promotion possibilities (same job just more responsibilities in the field and a little more pay but still have no work-life balance)
";"-They pay as salary starting out so the pay (low per hour worked) and hours (13hr days weeks non-stop) are terrible, you would make more per hour working at Walmart, McDonald's etc. -Online training is extensive but often not job-relevant and you have to complete it on your personal time with no financial compensation. -Most job skills and training is D&M specific to running only SLB tools and has little to no outside engineering application other than other D&M jobs
"
2021-01-20;Sourcing Specialist;Former Employee;Great people;"High investment in technology and tools for analysis
";"Difficult to get the buy in from Operations
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Manufacturing Engineer;Former Employee;Great company;"Great team, great tools to work
";"Industry outlook is not favorable for growth
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-20;Analyst;Current Employee;Good for fresh graduate;"High entry salary for fresh grad Learn lots of technology
";"Very less or no salary increment due to recent economy for pass few years
"
2021-01-19;Operations Manager;Former Employee;Great Benefits;"Great Benefits, 401K, Vacations, Salary, Education
";"Manager changes every year Oil and Gas downturns
"
2021-02-03;Lab Technician;Former Employee;Very bad experience working with slb.;"Nothing that I can think of!
";"Bad schedule. Low pay. You get money by doing overtime.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-19;Anonymous;Current Employee, more than 10 years;Great company to work with despite market instability;"great people, great technology, career advancement
";"industry instability is still a major challenge to get through with on a daily basis
"
2021-01-19;Digital Project Lead;Former Employee, more than 10 years;Great training and benefits;"Great training and benefits. Flexible hours
";"Low work/life balance, stressful environment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-19;Field Specialist;Former Employee;Good place to learn;"Excellent training programs and career paths available
";"Low salaries if you’re not international, low work-life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-19;Wireline Field Engineer;Former Employee;Hard Work;"Training, best technology, passionate co-workers
";"Long hours, location, work life balance.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Project Manager;Former Employee, more than 8 years;Good place to work before Covid;"Time off, good working conditions and safety oriented.
";"Communication from mid managers was lacking.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Travel Consultant;Former Employee;Good Company;;"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Good Company to work for.
Cons
Were Bought out and the culture changed.
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-18;Mechanical CAD Designer;Former Employee;Working at Schlumberger;"High quality of people employed Enjoyable team experience Interesting assignments
";"Amount of extra annual training
"
2021-01-17;Procurement Specialist;Former Employee, more than 3 years;Great Company;"Schlumberger puts a huge emphasis on Employee development, plenty of opportunities to grow as a young professional and get more experience, good pay
";"Can be demanding- not the best industry to be in
"
2021-01-16;Engineer;Former Employee;Highly Structured, Great First Job Experience;"Amazing experience that is hard to replicate. This job, at an entry level, gives you the credentials to work in any environment.
";"Its tough. cut throat. high stress
"
2021-01-15;Oilfield Worker;Current Employee, more than 10 years;love my job;"its best place to ever work
";"its get hard during rainy season
"
2021-01-15;Sales Representative;Current Employee;Good;"Provides growth opportunities, diverse environment
";"Subject to ups and downs of the industry
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Geologist;Former Employee;Good company;"Good career path for everyone
";"No so many vacation days
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-14;Accounting Manager;Former Employee;Oil and Gas Company;"Big Company Great benefits Continues Training Grow Opportunities
";"Employees are numbers Is not Organized Manual Processes
"
2021-02-19;Financial Analyst;Former Employee;Poor;"There is nothing pro about this place
";"Worked like an animal in every way
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-19;Wireline Field Engineer;Current Employee, more than 3 years;Miserable place to work;"None. Very demoralizing company to work for.
";"Salary cuts. Poor salaries. Working hours. Lack of schedule. Mental Stress.
"
2021-01-14;Product Coordinator;Former Employee, less than 1 year;Great Company;"Best managers to work with
";"Small operation in Bartlesville, OK
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Software Engineer;Current Employee;review;"Good office environment and modern tech stack.
";"Not many other tech companies around Houston so not really a big developer community here.
"
2021-01-28;MWD Field Engineer Trainee;Former Employee, more than 1 year;trainee pay;"Used to get paid overtime
";"they stopped paying overtime last year
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Financial Analyst;Former Employee, more than 1 year;Great company, great benefits;"Compensation, health benefits, PTO, etc
";"Deadlines would require overtime. Work/Life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Principal Engineer;Current Employee, more than 10 years;Stable and solid company needs growth in new areas;"Interesting work; constant changes; diverse products
";"Lack of financial incentive/reward in recent years; stagnant for technical people; no visibility of opportunities inside the company
"
2021-01-27;Senior Geologist;Former Employee, more than 8 years;Good benefits and place to work overall. No employee loyalty and poor management.;"Good training program and opportunity to work with interesting data.
";"Just a cog in the wheel.
"
2021-01-27;Engineer;Former Employee, more than 8 years;Poor corporate culture;"Local management was good, took care of employees.
";"Schlumberger corporate culture doesn’t value employees and will toss them to the side the instant the market turns.
"
2021-01-12;Field Engineer;Former Employee;It's more than a job it's a lifestyle;"Likely the most money you'll ever make if the the industry is doing well Lots of responsibility early on
";"In cementing you're on call 24/7 for 2 weeks then off for 1 week
"
2021-01-12;Product Coordinator;Former Employee;Change and diversity are hallmarks of Schlumberger;"Schlumberger as a company is always changing to stay ahead of the times. At times these changes are prescient and SLB shows industry leadership. Change at SLB often goes hand in hand with diversity. Diversity of roles and learning opportunities are just as apparent as the diversity of SLB's workforce. It's hard to imagine the breadth of friendships I've made at SLB existing in other places.
";"Sometimes the change is constant and unstopping and it seems that SLB is changing for change's sake. Because there is a lot of inward movement and mobility within SLB, you get different managers and different teams to work with and so you must remain flexible as different managers bring different personalities and styles and focus.
"
2021-01-12;IT Project/Systems Analyst;Former Employee;Competitive Pay and Benefits;"The pay is above average even as entry-level. Great benefits and all work equipment is provided. Great work life balance.
";"Management needs to invest in proper training when introducing new team members to a position.
"
2021-01-12;Engineer;Current Employee;Amazing global and industry exposure;"- Diverse place to work in
";"- Depending on the role, nature of the industry might not be something that attracts you
"
2021-01-12;RECONCILIATION SPECIALIST;Former Employee;Very Diverse Company;"Worked with great people, the company employs very diverse people, and it was a pleasure working there. Solid work ethic, support and teamwork
";"Processes were constantly changing and too much restructuring to ever see if something worked better before changing again.
"
2021-01-26;Anonymous;Former Employee, more than 1 year;Mud Engineer;"You get half the year off
";"You don't get that much money
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-26;Site Manager;Former Employee;Very large company;"Great structure with an ever evolving culture.
";"Loss of touch with employees
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-16;Quality Technician;Current Employee;Quality Technician;"Schlumberger is a good company if you are in the office professions.
";"Not a good place for blue color workers
"
2021-01-11;Senior Mechanical Engineer;Current Employee;Good company and enjoyable for mech eng role;"Career opportunities, travel, multi cultural, career development, interesting projects,
";"Unstable industry, big company policies
"
2021-01-11;Manufacturing Engineer;Former Employee, less than 1 year;Good pay but very little guidance;"Good starting pay out of college. Challenging work, but never overwhelming. Great benefits.
";"Very little training, mostly figuring out stuff on the fly. Communication for larger projects is hard due to company size. Layoffs.
"
2021-01-25;Logistics Specialist;Current Employee, more than 3 years;Logistics Specialist;"Experience in a multinational company Great school
";"poor work and life balance
"
2021-01-25;Field Engineer II;Former Employee, more than 3 years;Needs Improvement for Field Staff;"Good technical training program for incoming engineers.
";"Compensation and progression can be highly dependent on the group/geography/office
"
2021-01-25;Field Engineer;Former Employee;Meh;"Pays great when oil is booming
";"Very rough work atmosphere, away from home constantly
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-13;Field Specialist;Former Employee, less than 1 year;Wireline PDP;"Lots of travel and great pay
";"Company removed hourly employees from schedule from Nov-Jan. No lay-off meant I could not collect unemployment either!
"
2021-01-23;Senior Project Manager;Former Employee, more than 8 years;Senior Project Manager;"Relatively stress free work environment
";"Limited career grow opportunity, and little differentiation
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-08;Production Engineer;Former Employee;Engineer Schlumberger Salary Review;"- Good work culture - Great team
";"- Compensation appraisal is below market standard
"
2021-01-08;Mechanical Engineer;Current Employee, more than 1 year;Great company to work for;"- Great and talented coworkers - Decent Pay - Good performance incentive bonus - Great location
";"- Centered around O&G - Takes time to get promoted
"
2021-01-22;Operations;Former Employee, more than 10 years;Significant Technical Experience Lost;"Pay and Opportunities when the oil field is booming.
";"Work life balance does not exist.
"
2021-01-07;Drilling Engineer;Current Employee, more than 1 year;good company;"the company promote growth and career
";"long work hours and demanding job
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Fleet Manager;Former Employee, more than 10 years;Good Company / Used To Be Great;"Benefits. Freedom to control your own destiny
";"Inconsistent management and disconnected culture
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-06;Manager;Former Employee;Great company;"Great company to work for
";"None to mention at the moment
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-10;Planner;Current Employee, more than 3 years;No cost of living increases...;"Good work atmosphere with co-workers.
";"No cost of living increases...
"
2021-01-05;Maintenance Engineer Trainee;Former Employee, less than 1 year;Well-paying job that is challengine and has a difficult work-life balance;"great learning experience, travel, emphasis on global diversity, competitive atmosphere, challenging
";"high turnover rate which can lead to an overly competitive atmosphere, poor work-life balance
"
2021-01-05;Senior Tax Analyst;Current Employee;Analyst;"teleworking allows to accommodate your schedule
";"to many working hours more than 9
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-05;Global Product Champion;Current Employee, more than 10 years;Good Company and JOb;"Good pay, good benefits, decent job security
";"Huge company so you can get lost
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-19;Customer Engagement Coordinator;Current Employee, more than 5 years;SLB Experience;"There are opportunities for international assignments, and company offers a good training program beginning at field level.
";"The field engineer position pays well, but you will be working long hours and depending on your segment you may have to work alone. It is physically demanding and technically challenging - this may be a positive for certain people, but be prepared for this. Some locations are worse than others in terms of driving hours, level of service required, etc.
"
2021-01-19;Sales;Former Employee;No Promotions;"Benefits, training, most of the people are cool and fun to work with.
";"Slow to promote and give raises. Intentionally deflate titles to make it harder to go elsewhere.
"
2021-01-18;Electronics Technician;Former Employee, less than 1 year;Not bad;"good pay overtime work environment
";"overtime on weekends repetitive tasks
"
2021-01-16;Wireline Field Engineer;Current Employee, more than 1 year;Ruthless;"+ Great experience / resume builder for finding a different job
";"- They will push you past your breaking point again and again - Work upwards of 100 hrs/wk frequently - They treat you like just a number - You are expected to work in dangerous conditions on very little sleep (ex: 2 hours sleep in the last 48 hours) although they will claim this is not allowed - Rampant sexism and name-calling. Management turns a blind eye because ""that's just how this industry is"" and if they fired all of the offenders they would hardly have any employees left. (I've worked for other oilfield companies and none were this bad.) - No job security (laid off about 20,000 people in 2 months after covid hit, and this kind of thing happens every few years during each downturn)
"
2021-01-15;Procurement Specialist;Former Employee, more than 1 year;Procurement Specialist;"Coworkers I worked with are great Decent pay Health insurance is good
";"Not much worker appreciation Basically a number to the company Focus only on numbers you put out and not how hard you are working Crazy workload
"
2021-01-15;Technician;Current Employee;Too many rules;"Work too much for no time off
";"Don’t pay enough for all the work you do
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-24;Senior Software Engineer;Current Employee;Excellent place to work;"Competitive pay, good work life balance, excellent growth opportunities
";"Internal processes can wear on you
"
2021-01-14;Deployment Lead;Former Employee, more than 8 years;Decent company to work for;"Global company and good career path development
";"Very old school minded and not much communication between product lines
"
2020-12-30;Production Engineer;Current Employee, more than 8 years;Great mobility;"multi cultural work force and good working environment
";"too dynamic when oil price goes down
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-13;Regional Manager;Former Employee, more than 5 years;Innovative company really struggling to keep a positive work environment during downturns.;"Diverse work environment, busy, great tools, training
";"Layoffs, overloaded work during downturn, toxic managers are allowed to keep managing.
"
2021-01-13;Production Manager;Former Employee, more than 10 years;Onestim;"Used to be a good company
";"Zero loyalty to their employees
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-29;Maintenance Supervisor;Former Employee;Working for Schlumberger;"Diversified, carries growth, personal development
";"unprofessional managers, personal like over company policies
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-02;Finance;Former Employee, more than 8 years;Overtime and harassment;"Multicultural, flexible shifts, Health insurance
";"Lots of unpaid overtime, managers that think they are Gods in earth, HR do nothing against harassment.
"
2021-01-12;Senior Electrical Engineer;Former Employee, more than 5 years;SLB - Electrical Engineer - Texas;"The company use high tech tools and techniques. They offer a lot of training. It used to have decent benefits in Texas.
";"Very unstable industry. In 2015 the oil barrel dropped, since then, there have been budget cuts and layoffs. The company is not longer that it used to be. It is just in ""survival mode"". I saw 20-30y workers laid off any random day without any notice.
"
2021-01-11;Project Manager;Former Employee;Hard work, good money;"Good money, good benefits, good training
";"Hard work Lots of lay offs
"
2021-01-11;Cloud Software Engineer;Current Employee, more than 1 year;Good Company;"Technologically advancing company. Working on newest tech.
";"No major cons for a starter
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-27;Materials Coordinator;Former Employee, more than 1 year;Had its ups and downs. Learned a lot.;"Lots of overtime. Rotating schedule.
";"Some of the managers were difficult to work with.
"
2020-12-26;Engineering Team Leader;Current Employee;Great company;"Opportunity for growth and development
";"Large company may not appeal to some
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-22;Enterprise Agile Coach & Trainer;Current Employee, more than 3 years;Employee Satisfaction;"Great Culture and diversified people
";"Moving to low cost centers
1 person found this review helpful
Helpful
Share
Repor"
2021-01-08;Field Engineer;Former Employee, more than 1 year;Good place to start in upstream;"good benefits, lots of opportunity and support if you ask for it, great people.
";"bureaucracy, no work-life balance, lots of pressure
"
2021-01-08;Customer Support Representative;Former Employee;no job security;"There are nice people who work there
";"got laid off when the oil industry was not doing well
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-06;Environmental Solutions Specialist;Former Employee;Environmental Solutions Specialist;"Travel and benefits are nice
";"Will get laid off when the oil bubble pops
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-27;Project Manager;Current Employee;salary;"good pay, some smart people but don't trust anybody.
";"incompetent management, bad processes, people holding on to their jobs so company does not get better.
"
2020-12-22;Operations Manager;Former Employee;Good job experience;"Good international career plan, a lot of exposure and growth opportunities
";"Very cyclical - lately very focus in cost reduction
"
2020-12-21;IT Desktop Support Technician;Former Employee, more than 5 years;ok;"not much to be honest
";"Everything. too much unrelated quest and other BS
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;Field Engineer;Former Employee, more than 8 years;Schlumberger...great field people mostly incompetent office workers.;"Schlumberger hires people on with 0 experience and will teach you everything you need to know. Their training program is definitely the best of any employer I have worked for.
";"High level management made alot of boneheaded decisions after the 2015 oil downturn that led to the demise of its fracturing business and resulting mass layoffs. The company seems to have lost its identity as a boots on the ground get the job done service company and tries to chase a quick buck and do financial voodoo.
"
2021-01-03;Anonymous;Former Employee, less than 1 year;Good place to work for the short term.;"Great compensation, great opportunity for immediate advancement.
";"Poor standards and quality of work are the norm while working and wearing many hats.
"
2021-01-03;Contact Center Representative;Former Employee;Drilling;"Good on the weekends most of the time.
";"Not so good during the week
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-17;Field Engineer Trainee;Former Employee, less than 1 year;Great school;"Great place to learn about oil and gas industry. Amazing trainings
";"No job security. Get ready to be lay off whenever there’s a downturn.
"
2020-12-31;General Field Engineer;Current Employee, more than 8 years;Middle of the pack;"Training and early career development Not the worst pay Benefits
";"Slower progression mid-career with constant company change Not great pay Work-Life balance Understaffed
"
2020-12-16;Project Manager;Former Employee;Great company to start with for your career;"Excellent training and opportunity for advancement.
";"Poor management at different levels.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-16;Field Specialist;Former Employee;Former Employee;"I found the jobs to be Challenging
";"I didn’t have any cons.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-15;Data Management Analyst;Former Employee;Hardworking, teamwork, detail in work;"Good benefits, great employee relations.
";"personal growth opportunities outside of just role change
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-29;Field Engineer;Former Employee;Needs better management;"Money, people, training, getting a housing allowance
";"work life balance, management, North Dakota
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-14;Service Coordinator;Former Employee, more than 10 years;Good place;"All good. Was a good place to learn
";"I got fired due downsizing
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-29;Operator;Former Employee, more than 5 years;Good pay;"Co workers, pay, bonus, schedule and safety
";"Management, accountability, out of touch, client satisfaction, just a number
"
2020-12-28;Demand Planner;Former Employee, more than 10 years;Demand Planner;"benefits, Strong Company, Intelligent people
";"no loyalty at company, layoffs every 5 years
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-13;Mechanical Engineer;Current Employee;OK when young;"Pay and training, tech and field
";"Life, middle management, mid-career lacks development
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-26;Anonymous;Former Employee, more than 8 years;Ok for some;"Good benefits and offerings to employees is good due to the size of the company.
";"Applications can only be approved by HR but if your not in the in group it's not prosperous.
"
2020-12-11;InTouch Engineer;Former Employee, more than 8 years;Nice company to work.;"Overall a good company. Good salary. Endless career opportunities. The company challenges you to keep growing . If you are talented, you'll be working in different areas every 2- 3 years, and even overseas.
";"Since their core business is Oil&Gas, the company is susceptible to layoffs when the local/global Oil&Gas market is affected.
"
2020-12-08;Dual Services Manager;Former Employee;SLB life;"Good career progression if the right people like you
";"Too many chiefs and not enough indians
1 person found this review helpful
Helpful
Share
Repor"
2020-12-10;Customer Support;Current Employee;Excellent company to work for.;"Diverse work group with many opportunities for advancement.
";"Subject to fluctuations due to oil volatility.
"
2020-12-10;Maintenance Supervisor;Current Employee;Gshshsnn hbb;"Good money, free food yeah
";"Long hours and no family time
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-09;Driver | Field Supervisor;Former Employee, more than 5 years;Great Company to be employed too!!;"Good money, family Oriented and one of the most safest companies I've worked for.
";"Just really long extensive hours
"
2021-01-14;Distribution Planner;Former Employee, more than 3 years;Worst company to work for with the current management;"The biggest player in the oil and gas industry
";"They laid off 20k in 2015 and 25k people in 2020
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-09;Project Manager;Former Employee;Great for driven people;"Upward mobility across multi-national locations with plenty of opportunity to try new paths within your career.
";"Oil and gas industry is cyclical.
"
2020-12-09;Procurement Specialist;Former Employee, more than 5 years;SLB for better or worse;"Schlumberger continues to provide individuals with an opportunity to learn and grow amongst one of the most diverse job force in the world. There are many wonderful people who work and did work here. The new CEO is in stark contrast to the previous one and genuinely is trying to refocus the direction of the company back onto its employees. This, of course, has been extremely difficult during the downturn in energy / oil and gas.
";"As with any company, there are some managers who need to be retrained or replaced as they play favorites or truly do not represent the culture to which SLB aspires.
"
2020-12-09;Financial Analyst;Current Employee;Global Company - Good;Global Company - Plenty of opportunities within the company, Wide array of positions and technologies to be part of. Great training material/systems and support. ;"antly Restructuring and adapting to the ever changing economic environment.
Cons
Global Company = High possibility for your position to be Outsourced in the near future. Expect very long hours and for the first few months = live in your office.
"
2020-12-08;Senior Drilling Engineer;Former Employee, more than 10 years;Great company to work for;"Training, Profossionalism, excellent remuneration, diversity
";"Challenging work life balance, high expectations to deliver
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-22;Product Champion;Current Employee, more than 8 years;Long tenure, salary is just ok;"global visibility, travel opportunities, compensation is ok
";"long working hours; less indians more chiefs; move up in company by who you know not how hard you work
"
2020-12-07;Supply Chain Analyst;Former Employee;Great Company;"Great people and company culture
";"Oil and Gas Market is on the downturn
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-06;Accounts Payable;Former Employee, more than 1 year;Good Company;"Benefits and pay are great
";"Management is not very approachable.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-05;Security Analyst;Former Employee, more than 10 years;Great when times are good;"The people at Schlumberger were truly a pleasure to work with. The company offers several tools to promote self development, and they stress the well being of their employees.
";"Being in the oil field industry, job security with the company rises and falls with current economic cycles. If you can get in, take the job and make the most of it. However, be prepared to move on if the economy takes a dive.
"
2020-12-19;Maintenance Engineer;Former Employee, more than 3 years;SLB is cold;"Cool co-workers, WFH generally OK
";"Secretive, culture around blame, a lot of higher-ups are jerks
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-04;Project Coordinator;Current Employee;Amazing company;"Diversity and Culture Benefits Salary Growing Happy Hour Dinners events Good Environment Energy
";"Lay Offs Uncertainty Not work- personal balance
"
2020-12-04;Finance Controller;Former Employee, more than 10 years;Great but stressful;"Training, Diversity of profile and Exposure to various business environment
";"Stressful and Less friendly work environment
"
2020-12-17;Production Manager;Current Employee, more than 10 years;Interesting technology;"Interesting technology - knowledge sharing and training (at least used to be) International assignments and exposure
";"Became too bureaucratic Poor people management
"
2020-12-02;Field Technician;Current Employee, less than 1 year;Review of pay;"Big company with good policy
";"Big company with a lot of people
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-02;Planner;Former Employee, more than 5 years;Great Company;"Good work and life balance
";"Not a lot of opportunity to grow
"
2020-12-02;Procurement Specialist;Former Employee;.;"Great exposure to the industry
";"Can not think of one now.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-16;Eo1;Former Employee, less than 1 year;Good for corporate;"Laid back work place in oil field
";"Low pay for the job
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-16;Human Resources Manager;Former Employee, more than 10 years;None;"Salary is good for senior management level
";"the company treats people like a garbage.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-01;Customer Service Specialist;Former Employee, less than 1 year;I would go back if they ask me.;"Great cultural inclusive enviroment, great benefits, teamwork
";"Too fragil when catastrophes like Covid-19 since they laid off over 75% of workforce
"
2020-11-30;Combo Welder;Former Employee;Top welder;"Flux core, short arc, sub arc and welded different types of welding
";"Can’t Not work nights Just days
"
2020-11-30;Human Resources Manager;Current Employee, more than 8 years;Great career;"There is a lot of opportunity given to hard workers. We are always evolving and learning and give employees the chance to do the same
";"Work life balance is difficult to achieve. The company is always restructuring. The industry has been extremely difficult and there are constant layoffs.
"
2020-11-26;Equipment Operator II;Former Employee, more than 5 years;Wasn’t the best, but not the worst;"Salary, good insurance, vacation time
";"Too many chiefs, not enough home time overall
1 person found this review helpful
Helpful
Share
Repor"
2020-11-28;Mechanical Engineer;Current Employee;Great company to work with;"Great global exposure and experience
";"Oil and Gas sector growth is declining
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Field Engineer;Current Employee;Engineer;"Good pay good money good
";"Long long long long hours
"
2020-12-31;Applications Engineer;Former Employee, more than 3 years;STAY AWAY;"Opportunity to travel to Middle East for training
";"Low pay, long hours, bad management, lack of growth opportunities and a lot more.
"
2020-11-25;Anonymous;Former Employee;Great Company;"Great schedule, benefits, plenty of hours(if work is there), transportation.
";"If work is slow, massive layoffs.
"
2020-12-08;Human Resources Manager;Current Employee, more than 10 years;Fair Company, But Busy;"Lots of responsibility and always something to do!
";"Always something to work on - could work non-stop and still be behind
"
2020-12-08;Project Manager;Former Employee, more than 8 years;Plenty of advancement opportunities. Average salary and benefits.;"see the world if you want
";"more than average time required
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-08;Field Engineer;Former Employee, more than 1 year;When the oil price crashes, nothing left;"good education process, learn fast
";"services company, you know, not operators
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-06;Product Manager;Current Employee, more than 10 years;Too much from too little;"Work with some very smart and driven individuals with some great opportunities to travel and work abroad
";"Endless org changes and trying to squeeze more from a reduced workforce
"
2020-11-21;Logistics Technician;Former Employee, more than 3 years;Great Company to work for;"Great at not overwhelming one person with a lot of job duties.
";"Not a lit of room to move up
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-27;Maintenance Planner;Current Employee;No regard for employees;"High pay, some good managers, training
";"long hours, micromanaged, given tasks that others won't do, poor management, unorganized, not what you know it's who you know, cut employee pay/position for company benefit, high medical, all around bad company for employee
"
2020-11-19;Vice President;Former Employee, more than 10 years;Vice President Schlumberger;"Great company, global and professional, lots of opportunities
";"Might be demanding for the faint hearted
"
2020-11-19;Eo1;Current Employee;Good place;"Real good place to work
";"Lack of diversity at work
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-19;Currently Unemployed;Former Employee;Large, Multi-National Services Company;"Early career employee development Opportunity to live outside your home country Opportunity to gain cross-functional experience if interested and have the aptitude for general management roles in your career journey Highly process and policy oriented (if you like that kind of structure) Opportunity to work with some highly intelligent people and technical talent
";"Highly process and policy oriented (if you like that kind of structure). The industry overall is very volitile and 2020-2022 will be very challenging for the company and the employees who are still there. Over 21k employees laid off in 2020.
"
2020-12-03;Anonymous;Current Employee, more than 5 years;Challenging and dynamic;"It has a very diverse culture
";"Constant change without proper planning, there is no visibility on open positions throughout the company which results in no opportunity to move positions unless your direct manager is aware of a position, aware of all of your talents, aware of your interests, is willing to support your move, and has the right contacts to move you into that position. This leads to a lot of people placed in open positions that they do not want but accept it because they feel they are given no other option to move forward, and people that have skill sets beyond their current role have no opportunity to present themselves and interview for something they would prefer or be better suited for as often times direct management has no knowledge or interest in understanding their subordinates motivations or talents and do not have contacts outside of their departments.
"
2020-12-03;FET;Current Employee, less than 1 year;Good company;"benefits and experience. hands on work
";"fire you in a downturn
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-18;Senior Sales Engineer;Current Employee;Great company to grow professionally;"Very good opportunities for engineers and new employees
";"Work-life balance is difficult to maintain
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-18;SRE Engineer;Current Employee;Another review;"Good diverse working environment, working from home
";"To much pressure after several layoffs
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-02;Anonymous;Former Employee, more than 10 years;Great company;"Took care of it people
";"Day to day operation under a micro management
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-02;Risk Manager;Former Employee, more than 3 years;Risk Manger;"Good company to work for
";"Good old boys club always
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-17;Sales Engineer;Current Employee;SLB;"People, work experience, business systems
";"Work overload, Work overload, Work overload
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-17;Sales Manager;Current Employee, more than 10 years;Excellent comapany;"Dynamic diverse agile energetic open
";"Mobility, fast pace, field-work, travelling, late nights
"
2020-11-17;Customer Service Representative;Former Employee, more than 10 years;Interact position , high paced and great deal of exposure;"Ability to learn and grow
";"Lay offs were common in this industry not just with the company
"
2020-12-01;Demand Planner;Former Employee, more than 8 years;They are a decent company to work for.;"They have decent benefits there too.
";"They are too restricted in what you can do.
"
